"Research that uses data from D-PLACE should cite both the original source(s) of  the data and the paper by Kirby et al. in which D-PLACE was first presented  (e.g., research using cultural data from the Binford Hunter-Gatherer dataset: ""Binford (2001);  Binford and Johnson (2006); Kirby et al. Submitted)."" The reference list should include the date data were  accessed and URL for D-PLACE (https://d-place.org), in addition to the full references for Binford (2001),  Binford and Johnson (2006), and Kirby et al. Submitted."
Source,Preferred society name,Society id,Cross-dataset id,Original society name,Revised latitude,Revised longitude,Original latitude,Original longitude,Glottolog language/dialect id,Glottolog language/dialect name,ISO code,Language family,Continent,Region name,Focal Year: EA082 House construction: shape of roof,Code: EA082 House construction: shape of roof,Description: EA082 House construction: shape of roof,Comment: EA082 House construction: shape of roof,Subcase: EA082 House construction: shape of roof,References: EA082 House construction: shape of roof,Variable: Monthly Mean Precipitation (mm),Comment: Monthly Mean Precipitation (mm)
Ethnographic Atlas,Tatoga,Aj28,xd404,Tatoga (Aj28),-5.0,35.0,-5.0,35.0,dato1239,Datooga,tcc,Nilotic,AFRICA,East Tropical Africa,1940,7,Flat or horizontal,,,Baumann(1894); Wilson(1952-53); Klima(1964); Huntingford(1953b); ,40.4875,
Ethnographic Atlas,Montagnais,Na32,xd1048,Montagnais (Na32),48.0,-72.0,48.0,-72.0,mont1268,Montagnais,moe,Algic,NORTHERN AMERICA,Eastern Canada,1880,4,Conical,,Lake St. John & Mistassini Band,Burgesse(1944); Leacock(1969); Speck(1931); Speck(1935); Lips(1947); Lips(1947b); Lane(1952); ,78.52516667,
Ethnographic Atlas,Negri Sembilan,Ej16,xd723,Negri Sembilan (Ej16),21.0,102.0,21.0,102.0,nege1240,Negeri Sembilan Malay,zmi,Austronesian,ASIA-TROPICAL,Indo-China,1958,8,"Gabled, i.e., with two slopes",,Inas District,Swift(1965); Parmer(1959); Lewis(1962a); Wilkinson(1911); Gulick(1958); ,123.6405,
Ethnographic Atlas,Lhota,Ei2,xd707,Lhota (Ei2),27.0,94.0,27.0,94.0,loth1237,Lotha Naga,njh,Sino-Tibetan,ASIA-TROPICAL,Indian Subcontinent,1920,8,"Gabled, i.e., with two slopes",,,Mills(1922); ,181.9028333,
Ethnographic Atlas,Temne,Af57,xd238,Temne (Af57),8.46,-12.64,8.0,-13.0,timn1235,Timne,tem,Atlantic-Congo,AFRICA,West Tropical Africa,1910,4,Conical,,,Langley(1939); McCulloch(1950); Thomas(1916); ,278.8353333,
Ethnographic Atlas,Moro,Ai40,xd371,Moro (Ai40),11.0,30.0,11.0,30.0,moro1285,Moro,mor,Heiban,AFRICA,Northeast Tropical Africa,1940,4,Conical,,,Nadel(1947); ,60.38,
Ethnographic Atlas,Kpelle,Af15,xd192,Kpelle (Af15),7.0,-9.0,7.0,-9.0,libe1247,Liberia Kpelle,xpe,Mande,AFRICA,West Tropical Africa,1920,4,Conical,,,Gibbs(1965); Schwab(1947); Westermann(1921); Gibbs(1963); ,202.4876667,
Ethnographic Atlas,Yapese,If6,xd837,Yapese (If6),9.55,138.13,9.0,138.0,yape1248,Yapese,yap,Austronesian,PACIFIC,Northwestern Pacific,1910,8,"Gabled, i.e., with two slopes",,Island,Schneider(1962); Murdock et al.(1944b); Salesius(1906); Schneider(nd); Hunt et al.(1949); Tetens(1958); Muller(1917); Senfft(1903); Tetens and Kubary(1873); Schneider(1953); Schneider(1957c); ,295.3126667,
Ethnographic Atlas,Mojave,Nh21,xd1272,Mohave (Nh21),35.0,-114.0,35.0,-114.0,moha1256,Mohave,mov,Cochimi-Yuman,NORTHERN AMERICA,Southwestern U.S.A.,1850,1,Rounded or semi-cylindrical,,Fort Mohave and Colorado River Reservation,Kroeber(1925i); Devereaux(1950); Kroeber(1902); Drucker(1941); ,13.631,
Ethnographic Atlas,Tarasco,Nj8,xd1307,Tarasco (Nj8),19.0,-101.0,19.0,-101.0,pure1242,Purepecha,tsz,Tarascan,NORTHERN AMERICA,Mexico,1500,9,"Hipped or pyramidal, i.e., with four slopes",,,Foster(1948); ,90.00133333,
Ethnographic Atlas,Maidu,Nc12,xd1110,Maidu (Nc12),40.0,-121.0,40.0,-121.0,nort2952,Northeast Maidu,nmu,Maiduan,NORTHERN AMERICA,Southwestern U.S.A.,1850,4,Conical,,with special reference to the Northeastern Mountain Maidu,Voegelin(1942); Dixon(1905); Gifford(1922i); ,79.63483333,
Ethnographic Atlas,Mondari,Aj16,xd391,Mondari (Aj16),6.0,31.0,6.0,31.0,mand1425,Mandari,mqu,Nilotic,AFRICA,Northeast Tropical Africa,1930,4,Conical,,with special reference to the Riverain Mondari,Huntingford(1953a); Buxton(1958); Nalder(1937); ,75.90016667,
Ethnographic Atlas,Dorosie,Ag34,xd271,Dorosie (Ag34),11.0,-4.0,11.0,-4.0,dogo1295,Dogosé,dos,Atlantic-Congo,AFRICA,West Tropical Africa,1930,7,Flat or horizontal,,,Labouret(1931); Tauxier(1931); ,85.76833333,
Ethnographic Atlas,Tillamook,Nb20,xd1080,Tillamok (Nb20),44.75,-123.72,45.0,-124.0,till1254,Tillamook,til,Salishan,NORTHERN AMERICA,Northwestern U.S.A.,1870,8,"Gabled, i.e., with two slopes",,,Barnett(1937); Boas(1923); ,128.2886667,
Ethnographic Atlas,Maricopa,Nh5,xd1281,Maricopa (Nh5),33.0,-113.0,33.0,-113.0,mari1440,Maricopa,mrc,Cochimi-Yuman,NORTHERN AMERICA,Southwestern U.S.A.,1850,2,Dome shaped or hemispherical,,,Spier(1933); Drucker(1941); ,11.20933333,
Ethnographic Atlas,Lotuko,Aj12,xd387,Lotuko (Aj12),4.0,33.0,4.0,33.0,otuh1238,Otuho,lot,Nilotic,AFRICA,Northeast Tropical Africa,1920,4,Conical,,,Seligman and Seligman(1932); Nalder(1937); Molinaro(1940-41); Seligman and Seligman(1926); ,72.3315,
Ethnographic Atlas,Kadazan-Dusun,Ib5,xd754,Dusun (Ib5),6.0,117.0,6.0,117.0,cent2100,Central Dusun,dtp,Austronesian,ASIA-TROPICAL,Malesia,1920,8,"Gabled, i.e., with two slopes",,with special reference to the village of Sensuron,Williams(1965); Rutter(1929); Evans(1922); Williams(nd); ,226.1501667,
Ethnographic Atlas,Tumbuka,Ac36,xd62,Tumbuka (Ac36),-12.0,34.0,-12.0,34.0,tumb1250,Tumbuka,tum,Atlantic-Congo,AFRICA,South Tropical Africa,1920,4,Conical,,,Young(1931); Tew(1950); Sanderson(1923); ,96.82866667,
Ethnographic Atlas,Māori,Ij2,xd891,Maori (Ij2),-38.41,176.31,-35.0,175.0,maor1246,Maori,mri,Austronesian,AUSTRALASIA,New Zealand,1820,1,Rounded or semi-cylindrical,,Nga Puhi Tribe,Firth(1959); Maning(1876); Gudgeon(1885); Shortland(1856); Wright(1959); Cruise(1824); Polack(1838); Earle(1832); Buck(1949); Reed(1963); Hawthorn(1944); Best(1924); Best(1925); Best(1952); ,152.9673333,
Ethnographic Atlas,Yahanduka,Nd44,xd1179,Yahanduka (Nd44),42.0,-115.0,42.0,-115.0,west2622,Western Shoshoni,,Uto-Aztecan,NORTHERN AMERICA,Northwestern U.S.A.,1850,2,Dome shaped or hemispherical,,,Steward(1938); Steward(1941); ,22.16716667,
Ethnographic Atlas,Ndaka Babali,Ae33,xd153,Ndaka Babali (Ae33),1.0,27.0,1.0,27.0,bali1274,Bali (Democratic Republic of Congo),bcp,Atlantic-Congo,AFRICA,West-Central Tropical Africa,1920,8,"Gabled, i.e., with two slopes",,,Czekanowski(1924h); Moeller(1936); Schebesta(1934); Van Geluwe(1960); ,132.2665,
Ethnographic Atlas,Tupinambá,Sj8,xd1416,Tupinamba (Sj8),-8.0,-35.0,-8.0,-35.0,tupi1273,Tupinambá,tpn,Tupian,SOUTHERN AMERICA,Brazil,1600,1,Rounded or semi-cylindrical,,Hinterland of Rio de Janeiro,Cardim(1906); Thevet(1878); Lery(1880); Lery(1906); Metraux(1948c); Abbeville(1614); Staden(1928); Soares de Souza(1851); Magalhaes de Gandavo(1922); d'Evreux(1864); ,131.6331667,
Ethnographic Atlas,Marquesans,Ij3,xd892,Marquesans (Ij3),-8.9,-140.08,-9.0,-140.0,nort2845,North Marquesan,mrq,Austronesian,PACIFIC,South-Central Pacific,1900,8,"Gabled, i.e., with two slopes",,,Forster(1777); Sullivan(1923); Handy(1922); Handy(1923); Suggs(1971); Suggs(1966); Miranda(1964); Porter(1823); Linton(1923); Linton(1939a); Sheahan(1952); La Barre(1934); Tautain(1896); Lisiansky(1814); Tautain(1897); ,108.6138333,
Ethnographic Atlas,Margi,Ah5,xd332,Margi (Ah5),11.0,13.0,11.0,13.0,marg1265,Marghi Central,mrt,Afro-Asiatic,AFRICA,West Tropical Africa,1930,4,Conical,,,Rowling(1930); Meek(1931d); ,54.416,
Ethnographic Atlas,Jie,Aj21,xd397,Jie (Aj21),3.0,34.0,3.0,34.0,jiee1239,Jie,,Nilotic,AFRICA,East Tropical Africa,1930,4,Conical,,,Gulliver and Gulliver(1953); Gulliver(1953); Gulliver(1955); Gulliver(1965); Wayland(1931); ,54.3955,
Ethnographic Atlas,Ngombe,Ae39,xd159,Ngombe (Ae39),2.0,20.0,2.0,20.0,binj1250,Binja,,Atlantic-Congo,AFRICA,West-Central Tropical Africa,1920,8,"Gabled, i.e., with two slopes",,,Burssens(1958); Wolfe(1961); Wolfe(1965); ,145.1658333,
Ethnographic Atlas,Dagomba,Ag44,xd282,Dagomba (Ag44),9.0,0.0,9.0,0.0,dagb1246,Dagbani,dag,Atlantic-Congo,AFRICA,West Tropical Africa,1910,4,Conical,,,Fisch(1913); Rattray(1932); Duncan-Johnstone and Blair(1932); ,96.44066667,
Ethnographic Atlas,Comanche,Ne3,xd1222,Comanche (Ne3),33.0,-100.0,33.0,-100.0,coma1245,Comanche,com,Uto-Aztecan,NORTHERN AMERICA,South-Central U.S.A.,1870,4,Conical,,Comanche Tribe,Hoebel(1940); Wallace and Hoebel(1952); Lee(1957); Gladwin(1948); Rister(1955); ,43.60383333,
Ethnographic Atlas,Madia,Eg3,xd679,Maria Gond (Eg3),19.0,81.0,19.0,81.0,dand1238,Dandami Maria,daq,Dravidian,ASIA-TROPICAL,Indian Subcontinent,1938,8,"Gabled, i.e., with two slopes",,Hill Maria,Grigson(1938); ,107.6063333,
Ethnographic Atlas,Yako,Af4,xd219,Yako (Af4),6.0,8.0,6.0,8.0,loka1252,Lokaa,yaz,Atlantic-Congo,AFRICA,West Tropical Africa,1930,8,"Gabled, i.e., with two slopes",,,Forde(1939); Forde(1941); Forde(1950); Forde(1952); Forde(1964); ,180.6758333,
Ethnographic Atlas,Kota,Ae41,xd162,Kota (Ae41),1.0,14.0,1.0,14.0,kota1274,Kota (Gabon),koq,Atlantic-Congo,AFRICA,West-Central Tropical Africa,1940,8,"Gabled, i.e., with two slopes",,,Andersson(1953); ,139.2016667,
Ethnographic Atlas,Chuvash,ch14,xd551,Chuvash (ch14),57.0,53.0,57.0,53.0,chuv1255,Chuvash,chv,Turkic,EUROPE,Eastern Europe,1908,8,"Gabled, i.e., with two slopes",,with special reference to the Virjal group,Kozlova(1982); Guzenkova and Ivanov(1998); Semenov(1900b); Karlov(1990); Maksimov(1997a); Denisova(1984); Komissarov(1911); Tolstov(1964); Vorob'ev and Romanov(1956-70); Nikol'skij(1908); Skvortsov(2001); Rittih(1870); JagAfova(1998); Maksimov(1997b); Aleksandrov(1899); Fuks(1840); Sboev(nd); Mihajlov(1882); Kozlova(1964); ,44.4895,
Ethnographic Atlas,Reshe,Ah15,xd304,Reshe (Ah15),11.0,5.0,11.0,5.0,resh1242,Reshe,res,Atlantic-Congo,AFRICA,West Tropical Africa,1920,4,Conical,,,Harris(1930); Gunn and Conant(1960); ,80.22733333,
Ethnographic Atlas,Pojulu,Aj13,xd388,Fajulu (Aj13),4.0,31.0,4.0,31.0,poju1239,Pöjulu,,Nilotic,AFRICA,Northeast Tropical Africa,1930,4,Conical,,,Seligman and Seligman(1932); Nalder(1937); Huntington(1953); ,94.37733333,
Ethnographic Atlas,Lenge,Ab16,xd17,Lenge (Ab16),-25.0,34.0,-25.0,34.0,leng1257,Lengue,,Atlantic-Congo,AFRICA,South Tropical Africa,1930,4,Conical,,,Earthy(1933); ,62.02783333,"Note, estimate is from a point 32 km away (coordinates: -25.09,33.7); data were not available at society's reported location"
Ethnographic Atlas,Mee,Ie1,xd785,Kapauku (Ie1),-4.0,136.0,-4.0,136.0,ekar1243,Ekari,ekg,Nuclear Trans New Guinea,ASIA-TROPICAL,Papuasia,1950,8,"Gabled, i.e., with two slopes",,"Botukebo village, Kamu Valley,  Ijaaj-Pigome confederacy",Pospisil(1960); Pospisil(1963a); Pospisil(1963b); Pospisil(1958); ,274.2535,
Ethnographic Atlas,Votes,ch28,xd566,Votes (ch28),59.0,29.0,59.0,29.0,voti1245,Votic,vot,Uralic,EUROPE,Eastern Europe,1900,8,"Gabled, i.e., with two slopes",,with special reference to those of the Yamburg Uezd,Jazykov(1840); Shlygina(1998b); Semenov(1900a); Uspenskij(1845); Kon'kova(1996); Sedov(1987); Keppen(1851); Sjogren(1833); Tolstov(1964); ,51.18583333,
Ethnographic Atlas,Pukapukans,Ii3,xd882,Pukapukans (Ii3),-10.89,-165.84,-11.0,-166.0,puka1242,Pukapuka,pkp,Austronesian,PACIFIC,Southwestern Pacific,1930,8,"Gabled, i.e., with two slopes",,,Macgregor(1935); Beaglehole and Beaglehole(1938); ,234.7428333,"Note, estimate is from a point 47 km away (coordinates: -10.61,-165.52); data were not available at society's reported location"
Ethnographic Atlas,Klallam,Nb16,xd1075,Klallam (Nb16),48.0,-123.0,48.0,-123.0,clal1241,Clallam,clm,Salishan,NORTHERN AMERICA,Northwestern U.S.A.,1860,8,"Gabled, i.e., with two slopes",,,Gunthere(1927); Eells(1887); ,187.869,
Ethnographic Atlas,Otoro,Ai10,xd338,Otoro (Ai10),12.0,31.0,12.0,31.0,otor1240,Otoro,otr,Heiban,AFRICA,Northeast Tropical Africa,1940,4,Conical,,Nuba Hills,Nadel(1947); ,45.87516667,
Ethnographic Atlas,Nankanse,Ag12,xd247,Nankanse (Ag12),10.0,-1.0,10.0,-1.0,nank1249,Nankana,,Atlantic-Congo,AFRICA,West Tropical Africa,1910,4,Conical,,,Tauxier(1912); Manoukian(1952b); Rattray(1932); ,83.31366667,
Ethnographic Atlas,Cupeño,Nc32,xd1132,Cupeno (Nc32),33.0,-117.0,33.0,-117.0,cupe1243,Cupeño,cup,Uto-Aztecan,NORTHERN AMERICA,Southwestern U.S.A.,1870,4,Conical,,,Gifford(1922k); Strong(1929a); Hooper(1920); Gifford(1918b); Drucker(1937); ,33.49383333,
Ethnographic Atlas,Ga,Af43,xd223,Ga (Af43),6.0,0.0,6.0,0.0,gaaa1244,Ga,gaa,Atlantic-Congo,AFRICA,West Tropical Africa,1930,8,"Gabled, i.e., with two slopes",,,Manoukian(1950); Field(1937); Field(1940); Daniell(1856); ,86.0695,
Ethnographic Atlas,Dakakari,Ah13,xd302,Dakakari (Ah13),12.0,5.0,12.0,5.0,clel1238,C'lela,dri,Atlantic-Congo,AFRICA,West Tropical Africa,1930,4,Conical,,with special reference to the Liliwa,Harris(1938); ,69.235,
Ethnographic Atlas,Nyoro,Ad2,xd87,Nyoro (Ad2),2.0,32.0,2.0,32.0,nyor1246,Nyoro,nyo,Atlantic-Congo,AFRICA,East Tropical Africa,1950,3,Beehive shaped with pointed peak,,,Beattie(1960); Taylor(1962); Richards(1960b); Roscoe(1923a); Beattie(1965); ,107.8713333,
Ethnographic Atlas,Zerma,Cb20,xd470,Zerma (Cb20),13.0,3.0,13.0,3.0,zarm1239,Zarma,dje,Songhay,AFRICA,West Tropical Africa,1920,4,Conical,,,Robin(1947); du Picq(1931); ,53.63233333,
Ethnographic Atlas,Choctaw,Ng12,xd1247,Choctaw (Ng12),33.0,-88.0,33.0,-88.0,choc1276,Choctaw,cho,Muskogean,NORTHERN AMERICA,Southeastern U.S.A.,1760,4,Conical,,,Swanton(1931); Eggan(1937a); Swanton(1946); ,99.80683333,
Ethnographic Atlas,Daza,Cc14,xd492,Daza (Cc14),17.0,18.0,17.0,18.0,daza1242,Dazaga,dzg,Saharan,AFRICA,Northeast Tropical Africa,1880,4,Conical,,,Chapelle(1957b); Nachtigal(1881a); Lebeuf(1959); Bouillé(1937); Le Coeur(1956); Carbou(1912); Cline(1950); ,5.167,
Ethnographic Atlas,Giriama,Ad32,xd101,Giriama (Ad32),-3.0,40.0,-3.0,40.0,giry1241,Giryama,nyf,Atlantic-Congo,AFRICA,East Tropical Africa,1900,8,"Gabled, i.e., with two slopes",,,Johnstone(1902); Barrett(1911b); Princs(1952); ,72.096,
Ethnographic Atlas,Kel Antessar,Cc5,xd502,Antessar (Cc5),18.0,-3.0,18.0,-3.0,timb1263,Timbuktu,,Afro-Asiatic,AFRICA,West Tropical Africa,1910,9,"Hipped or pyramidal, i.e., with four slopes",,,Said(1903); Miner(1953a); Aymard(1911); Zeltner(1914); ,8.516333333,
Ethnographic Atlas,Didinga,Aj19,xd394,Didinga (Aj19),4.0,34.0,4.0,34.0,didi1258,Didinga,did,Surmic,AFRICA,East Tropical Africa,1920,4,Conical,,,Driberg(1922); Driberg(1925a); Driberg(1932); ,46.09666667,
Ethnographic Atlas,Kagoro,Ah20,xd310,Kagoro (Ah20),10.0,8.0,10.0,8.0,kago1246,Kagoro (Nigeria),,Atlantic-Congo,AFRICA,West Tropical Africa,1920,4,Conical,,,Smith(1951); Tremearne(1912); Smith(nd.a); Meek(1931d); Gunn(1956); ,95.27133333,
Ethnographic Atlas,Musgu,Ai19,xd347,Musgu (Ai19),11.0,15.0,11.0,15.0,musg1254,Musgu,mug,Afro-Asiatic,AFRICA,West-Central Tropical Africa,1910,3,Beehive shaped with pointed peak,,,Hagen(1912); Lembezat(1961); ,57.51783333,
Ethnographic Atlas,Greeks,Ce7,xd534,Greeks (Ce7),39.0,23.0,39.0,23.0,mode1248,Modern Greek (1453-),ell,Indo-European,EUROPE,Southeastern Europe,1950,9,"Hipped or pyramidal, i.e., with four slopes",,with special reference to the village of Vasilika,Firedl(1962); ,56.27816667,
Ethnographic Atlas,Munduruku,Sd1,xd1353,Mundurucu (Sd1),-6.0,-58.0,-6.0,-58.0,mund1330,Mundurukú,myu,Tupian,SOUTHERN AMERICA,Brazil,1950,8,"Gabled, i.e., with two slopes",,Cabrura village,Martius(1863-67); Tocantins(1877); Kruse(1937); Frikel(1959); Murphy(1956); Murphy(1957); Murphy(1958); Murphy(1960); ,183.5785,
Ethnographic Atlas,Tiriki,Ad40,xd110,Tiriki (Ad40),0.0,35.0,0.0,35.0,idak1243,Idakho-Isukha-Tiriki,ida,Atlantic-Congo,AFRICA,East Tropical Africa,1950,4,Conical,,,Sangree(1965); ,134.8895,
Ethnographic Atlas,Ossetians,Ci6,xd582,Osset (Ci6),43.0,44.0,43.0,44.0,osse1243,Ossetian,oss,Indo-European,ASIA-TEMPERATE,Caucasus,1880,7,Flat or horizontal,,,Nioradze(1923); Kovalevsky(1888); Kovalevsky(1893); ,56.09916667,
Ethnographic Atlas,Serrano,Nc30,xd1130,Serrano (Nc30),34.0,-117.0,34.0,-117.0,serr1255,Serrano,ser,Uto-Aztecan,NORTHERN AMERICA,Southwestern U.S.A.,1870,4,Conical,,,Gifford(1922j); Benedict(1924); Strong(1929a); Drucker(1937); Gifford(1918a); ,46.36566667,
Ethnographic Atlas,Kwere,Ad27,xd95,Kwere (Ad27),-7.0,39.0,-7.0,39.0,kwer1261,Kwere,cwe,Atlantic-Congo,AFRICA,East Tropical Africa,1880,4,Conical,,,Picarda(1886); Reidelman(1967); ,103.2726667,
Ethnographic Atlas,Bete,Af7,xd241,Bete (Af7),6.0,-7.0,6.0,-7.0,guib1246,Guiberoua Béte,bet,Atlantic-Congo,AFRICA,West Tropical Africa,1950,8,"Gabled, i.e., with two slopes",,,Dunglas(1939); Kobben(1956); Hallouin(1947); Paulme(1962); ,151.192,
Ethnographic Atlas,Ottawa,Na40,xd1057,Ottawa (Na40),46.0,-82.0,46.0,-82.0,otta1242,Ottawa,otw,Algic,NORTHERN AMERICA,Eastern Canada,1650,1,Rounded or semi-cylindrical,,,Morgan(1871); Kinietz(1940c); ,64.52033333,
Ethnographic Atlas,Tigre,Ca38,xd446,Tigre (Ca38),17.0,39.0,17.0,39.0,mans1267,Mansa',,Afro-Asiatic,AFRICA,Northeast Tropical Africa,1860,2,Dome shaped or hemispherical,,"with special reference to the Maria (Marea, Marya) subtribe in the north",Littman(1910); Munzinger(1864); ,6.607833333,"Note, estimate is from a point 27 km away (coordinates: 16.85,39.2); data were not available at society's reported location"
Ethnographic Atlas,Ekoi,Af18,xd195,Ekoi (Af18),6.0,8.0,6.0,8.0,ejag1239,Ejagham,etu,Atlantic-Congo,AFRICA,West Tropical Africa,1900,8,"Gabled, i.e., with two slopes",,,Bystrom(1954); Talbot(1912); ,180.6758333,
Ethnographic Atlas,Wishram,Nd18,xd1150,Wishram (Nd18),46.0,-121.0,46.0,-121.0,wasc1239,Wasco-Wishram,wac,Chinookan,NORTHERN AMERICA,Northwestern U.S.A.,1860,2,Dome shaped or hemispherical,,,Spier and Sapir(1930); ,95.18266667,
Ethnographic Atlas,Kukuruku,Af26,xd204,Kukuruku (Af26),7.0,6.0,7.0,6.0,yekh1238,Yekhee,ets,Atlantic-Congo,AFRICA,West Tropical Africa,1900,8,"Gabled, i.e., with two slopes",,with special reference to the Etsako,Bradbury(1957); Thomas(1910); ,127.1705,
Ethnographic Atlas,Spaniards,Ce6,xd533,Spaniards (Ce6),37.0,-6.0,37.0,-6.0,stan1288,Standard Spanish,spa,Indo-European,EUROPE,Southwestern Europe,1950,8,"Gabled, i.e., with two slopes",,with special reference to the inhabitants of Andalusia,Pitt-Rivers(1954); ,41.19783333,
Ethnographic Atlas,Besermyan,ch13,xd550,Besermyan (ch13),58.0,52.0,58.0,52.0,nort2676,North Udmurt,,Uralic,EUROPE,Eastern Europe,1894,8,"Gabled, i.e., with two slopes",,with special reference to the Glazovskij Uezd Besermyan,Popova(1992); Vladykin and Panova(1998); Shkljaev(1997); Stejnfel'd(1894); Miheev(1901); ,46.38616667,
Ethnographic Atlas,Kainai,Ne13,xd1212,Blood (Ne13),51.0,-115.0,51.0,-115.0,bloo1239,Blood,,Algic,NORTHERN AMERICA,Western Canada,1850,4,Conical,,,Ewers(1955); Wissler(1912); Goldfrank(1945a); Wissler(1910); ,54.85083333,
Ethnographic Atlas,Koso,Nd31,xd1165,Koso (Nd31),36.0,-118.0,36.0,-118.0,pana1305,Panamint,par,Uto-Aztecan,NORTHERN AMERICA,Southwestern U.S.A.,1850,4,Conical,,,Driver(1937); Steward(1938); ,44.51383333,
Ethnographic Atlas,Hidatsa,Ne15,xd1214,Hidatsa (Ne15),47.0,-101.0,47.0,-101.0,hida1246,Hidatsa,hid,Siouan,NORTHERN AMERICA,North-Central U.S.A.,1860,2,Dome shaped or hemispherical,,Hidatsa Village,Bowers(1965); Wied-Neuwied(1906); Curtis(1909); Wilson(1917); Matthews(1877); ,31.996,
Ethnographic Atlas,Sakata,Ac24,xd49,Sakata (Ac24),-3.0,18.0,-3.0,18.0,saka1287,Sakata,skt,Atlantic-Congo,AFRICA,West-Central Tropical Africa,1910,8,"Gabled, i.e., with two slopes",,,Viaene and Bernard(1909-10); Maes(1924); Baeyens(1913); Denis(1935); ,133.1163333,
Ethnographic Atlas,Ndyuka,Sc18,xd1344,Djuka (Sc18),5.0,-54.0,5.0,-54.0,ndyu1242,Ndyuka,djk,Indo-European,SOUTHERN AMERICA,Northern South America,1960,8,"Gabled, i.e., with two slopes",,,Van der Kuyp(1962); Geyskes(1954); Kobben(1967b); Kobben(1967a); Thoden van Velzen(1966); ,211.836,
Ethnographic Atlas,Camaracoto,Sc11,xd1337,Camaracoto (Sc11),6.0,-63.0,6.0,-63.0,cama1252,Camaracoto,,Cariban,SOUTHERN AMERICA,Northern South America,1930,4,Conical,,,Wilbert(1961a); Simpson(1940b); ,216.4875,
Ethnographic Atlas,Songye,Ae18,xd136,Songe (Ae18),-6.0,25.0,-6.0,25.0,song1303,Songe,sop,Atlantic-Congo,AFRICA,West-Central Tropical Africa,1900,4,Conical,,,Torday and Joyce(1922b); Van Overbergh(1908); ,109.2508333,
Ethnographic Atlas,"Yolngu, Dhuwal",Id2,xd777,Murngin (Id2),-12.48,135.96,-12.0,136.0,dhuw1249,Dhuwal,duj,Pama-Nyungan,AUSTRALASIA,Australia,1930,1,Rounded or semi-cylindrical,,,Berndt(1955); Elkin(1950); Warner(1937); ,109.9415,
Ethnographic Atlas,Mundang,Ai15,xd343,Mundang (Ai15),10.0,14.0,10.0,14.0,mund1325,Mundang,mua,Atlantic-Congo,AFRICA,West-Central Tropical Africa,1900,4,Conical,,,Lembezat(1916a); Martin(1947); Brussaux(1907); ,66.63483333,
Ethnographic Atlas,Chumash,Nc28,xd1127,Chumash (Nc28),34.44,-119.71,34.0,-120.0,cruz1243,Cruzeño,crz,Chumashan,NORTHERN AMERICA,Southwestern U.S.A.,1800,2,Dome shaped or hemispherical,,,Harrington(1942); Kroeber(1925f); ,48.578,
Ethnographic Atlas,Estonians,ch16,xd553,Estonians (ch16),59.0,26.0,59.0,26.0,esto1258,Estonian,est,Uralic,EUROPE,Eastern Europe,1908,9,"Hipped or pyramidal, i.e., with four slopes",,with special reference to the Valkskij Uezd,Kozlova(1982); Wiedemann(1876); Feoktistova(1980); Rejsner(1916); Sedov(1987); Viaari(1953); Luts(1959); Vul'fson(1908); Aleksandrov and Shlygina(1971); Karlov(1990); Tolstov(1964); Tijk(1977); ,51.643,
Ethnographic Atlas,Yaqui,Ni7,xd1292,Yaqui (Ni7),28.0,-110.0,28.0,-110.0,yaqu1251,Yaqui,yaq,Uto-Aztecan,NORTHERN AMERICA,Mexico,1870,8,"Gabled, i.e., with two slopes",,,Beals(1943); Drucker(1941); ,35.6055,
Ethnographic Atlas,Tlicho,Na15,xd1032,Dogrib (Na15),63.0,-117.0,63.0,-117.0,dogr1252,Dogrib,dgr,Athapaskan-Eyak-Tlingit,NORTHERN AMERICA,Subarctic America,1860,4,Conical,,,Helm and Lurie(1961); ,19.86533333,
Ethnographic Atlas,Toro,Ad48,xd118,Toro (Ad48),1.0,31.0,1.0,31.0,toor1238,Tooro,ttj,Atlantic-Congo,AFRICA,East Tropical Africa,1950,3,Beehive shaped with pointed peak,,,Taylor(1962); ,96.01133333,
Ethnographic Atlas,Wappo,Nc20,xd1119,Wappo (Nc20),38.22,-122.56,38.0,-123.0,wapp1239,Wappo,wao,Yuki-Wappo,NORTHERN AMERICA,Southwestern U.S.A.,1860,2,Dome shaped or hemispherical,,,Driver(1936); Radin(1924); Gifford(1922c); ,70.02016667,
Ethnographic Atlas,Efik,Af19,xd196,Efik (Af19),5.0,8.0,5.0,8.0,efik1245,Efik,efi,Atlantic-Congo,AFRICA,West Tropical Africa,1950,8,"Gabled, i.e., with two slopes",,,Forde and Jones(1950); Simmons(1957); Simmons(1960); ,224.8988333,
Ethnographic Atlas,Koro,Af31,xd210,Koro (Af31),18.0,8.0,18.0,8.0,ashe1269,Ashe,ahs,Atlantic-Congo,AFRICA,West Tropical Africa,1960,4,Conical,,with special reference to the Lafia,Gunn and Conant(1960); ,8.353,
Ethnographic Atlas,Tonga,Ac13,xd37,Lake Tonga (Ac13),-12.0,34.0,-12.0,34.0,tong1321,Tonga (Nyasa),tog,Atlantic-Congo,AFRICA,South Tropical Africa,1950,4,Conical,,,Velsen(1964); Tew(1950); ,96.82866667,
